cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-06,950.00,30410000.00,938.28,15272276.14,13272276.14
dig-03,Castello,2025-10-06,292.65,19493500.00,276.77,4399200.00,860702.00
dig-07,Fanaco,2025-10-06,677.50,20700000.00,657.00,2531936.00,1945619.00
dig-09,Garcia (M. Francese),2025-10-06,190.00,61000000.00,171.66,8058000.00,2058000.00
dig-17,Piana Degli Albanesi,2025-10-06,609.00,25000000.00,600.62,7233264.70,5233264.70
dig-12,Leone,2025-10-06,828.00,4150000.00,824.46,2484000.00,1234000.00
dig-18,Poma,2025-10-06,195.60,72300000.00,178.09,17657500.00,9570253.00
dig-20,Prizzi,2025-10-06,638.00,9250000.00,626.88,1358664.90,8664.90
dig-21,Ragoleto,2025-10-06,326.00,17160198.00,310.49,4850549.00,1350261.00
dig-22,Rosamarina,2025-10-06,164.00,73034250.00,142.97,17841856.00,8936103.00
dig-25,Santa Rosalia,2025-10-06,378.05,20000000.00,367.18,9634944.00,4621888.00
dig-26,Scanzano,2025-10-06,517.00,7312775.00,513.60,4640922.00,3600298.00
