cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-23,950.00,30410000.00,948.23,25714332.23,23714332.23
dig-03,Castello,2025-03-23,292.65,19493500.00,283.76,9492800.00,5932690.25
dig-07,Fanaco,2025-03-23,677.50,20700000.00,661.04,4213845.00,3627528.00
dig-09,Garcia (M. Francese),2025-03-23,190.00,61000000.00,177.22,18128000.00,12128000.00
dig-17,Piana Degli Albanesi,2025-03-23,609.00,25000000.00,602.17,9253924.69,7253924.69
dig-12,Leone,2025-03-23,828.00,4150000.00,826.61,3424500.00,2174500.00
dig-18,Poma,2025-03-23,195.60,72300000.00,182.08,26220000.00,18063081.57
dig-20,Prizzi,2025-03-23,638.00,9250000.00,632.18,3681379.79,2181379.79
dig-21,Ragoleto,2025-03-23,326.00,17160198.00,316.22,8526213.00,5025925.00
dig-22,Rosamarina,2025-03-23,164.00,73034250.00,143.78,19156467.01,10214096.97
dig-25,Santa Rosalia,2025-03-23,378.05,21080000.00,370.72,12555962.20,7511656.20
dig-26,Scanzano,2025-03-23,517.00,7312775.00,516.09,6511860.73,5472105.27
