cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-09,950.00,30410000.00,938.14,15137878.23,13137878.23
dig-03,Castello,2025-10-09,292.65,19493500.00,276.73,4376800.00,838302.00
dig-07,Fanaco,2025-10-09,677.50,20700000.00,656.86,2484028.00,1897711.00
dig-09,Garcia (M. Francese),2025-10-09,190.00,61000000.00,171.54,7902000.00,1902000.00
dig-17,Piana Degli Albanesi,2025-10-09,609.00,25000000.00,600.56,7155435.27,5155435.27
dig-12,Leone,2025-10-09,828.00,4150000.00,824.25,2400000.00,1150000.00
dig-18,Poma,2025-10-09,195.60,72300000.00,177.97,17447500.00,9360253.00
dig-20,Prizzi,2025-10-09,638.00,9250000.00,626.83,1342683.11,0.00
dig-21,Ragoleto,2025-10-09,326.00,17160198.00,310.45,4828911.00,1328623.00
dig-22,Rosamarina,2025-10-09,164.00,73034250.00,142.86,17667883.00,8762131.00
dig-25,Santa Rosalia,2025-10-09,378.05,20000000.00,367.10,9574570.00,4561514.00
dig-26,Scanzano,2025-10-09,517.00,7312775.00,513.52,4586713.00,3546089.00
