cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-11,950.00,30410000.00,936.32,13461053.13,11461053.13
dig-03,Castello,2025-11-11,292.65,19493500.00,277.47,4804700.00,1236204.00
dig-07,Fanaco,2025-11-11,677.50,20700000.00,656.36,2317097.00,1730780.00
dig-09,Garcia (M. Francese),2025-11-11,190.00,61000000.00,170.47,6564000.00,564000.00
dig-17,Piana Degli Albanesi,2025-11-11,609.00,25000000.00,599.99,6474000.76,4474000.76
dig-12,Leone,2025-11-11,828.00,4150000.00,822.73,1819000.00,569000.00
dig-18,Poma,2025-11-11,195.60,72300000.00,177.06,15855000.00,7680506.00
dig-20,Prizzi,2025-11-11,638.00,9250000.00,626.74,1314152.57,0.00
dig-21,Ragoleto,2025-11-11,326.00,17160198.00,310.49,4845139.00,1344851.00
dig-22,Rosamarina,2025-11-11,164.00,73034250.00,142.17,16592809.00,7649628.00
dig-25,Santa Rosalia,2025-11-11,378.05,20000000.00,366.67,9255574.00,4210018.00
dig-26,Scanzano,2025-11-11,517.00,7312775.00,512.64,4009024.00,2948518.00
dig-31,Gammauta,2025-11-11,500.00,2000000.00,497.81,1751890.60,250418.60
