cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-12,950.00,30410000.00,936.27,13416834.11,11416834.11
dig-03,Castello,2025-11-12,292.65,19493500.00,277.50,4823000.00,1254504.00
dig-07,Fanaco,2025-11-12,677.50,20700000.00,656.36,2317097.00,1730780.00
dig-09,Garcia (M. Francese),2025-11-12,190.00,61000000.00,170.39,6468000.00,468000.00
dig-17,Piana Degli Albanesi,2025-11-12,609.00,25000000.00,599.98,6463700.70,4463700.70
dig-12,Leone,2025-11-12,828.00,4150000.00,822.60,1780000.00,530000.00
dig-18,Poma,2025-11-12,195.60,72300000.00,177.04,15820000.00,7645506.00
dig-20,Prizzi,2025-11-12,638.00,9250000.00,626.73,1310999.37,0.00
dig-21,Ragoleto,2025-11-12,326.00,17160198.00,310.49,4845139.00,1344851.00
dig-22,Rosamarina,2025-11-12,164.00,73034250.00,142.17,16592809.00,7649628.00
dig-25,Santa Rosalia,2025-11-12,378.05,20000000.00,366.65,9240815.00,4195259.00
dig-26,Scanzano,2025-11-12,517.00,7312775.00,512.61,3990006.00,2929500.00
dig-31,Gammauta,2025-11-12,500.00,2000000.00,497.88,1760318.27,258846.27
