cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-14,950.00,30410000.00,948.19,25671504.87,23671504.87
dig-03,Castello,2025-03-14,292.65,19493500.00,283.72,9457600.00,5914693.50
dig-07,Fanaco,2025-03-14,677.50,20700000.00,660.59,3997246.00,3410929.00
dig-09,Garcia (M. Francese),2025-03-14,190.00,61000000.00,177.29,18296000.00,12296000.00
dig-17,Piana Degli Albanesi,2025-03-14,609.00,25000000.00,602.21,9325132.25,7325132.25
dig-12,Leone,2025-03-14,828.00,4150000.00,826.71,3469500.00,2219500.00
dig-18,Poma,2025-03-14,195.60,72300000.00,182.19,26522500.00,18417887.71
dig-20,Prizzi,2025-03-14,638.00,9250000.00,632.10,3636154.78,2136154.78
dig-21,Ragoleto,2025-03-14,326.00,17160198.00,316.12,8451750.00,4951462.00
dig-22,Rosamarina,2025-03-14,164.00,73034250.00,143.77,19140026.98,10222338.62
dig-25,Santa Rosalia,2025-03-14,378.05,21080000.00,370.52,12376080.20,7353024.20
dig-26,Scanzano,2025-03-14,517.00,7312775.00,516.27,6666024.06,5632606.42
