cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-07,950.00,30410000.00,936.46,13585417.16,11585417.16
dig-03,Castello,2025-11-07,292.65,19493500.00,277.15,4612000.00,1073502.00
dig-07,Fanaco,2025-11-07,677.50,20700000.00,656.44,2343348.00,1757031.00
dig-09,Garcia (M. Francese),2025-11-07,190.00,61000000.00,170.53,6636000.00,636000.00
dig-17,Piana Degli Albanesi,2025-11-07,609.00,25000000.00,600.02,6501966.73,4501966.73
dig-12,Leone,2025-11-07,828.00,4150000.00,823.03,1912000.00,662000.00
dig-18,Poma,2025-11-07,195.60,72300000.00,177.11,15942500.00,7855253.00
dig-20,Prizzi,2025-11-07,638.00,9250000.00,626.71,1304702.81,0.00
dig-21,Ragoleto,2025-11-07,326.00,17160198.00,310.47,4839730.00,1339442.00
dig-22,Rosamarina,2025-11-07,164.00,73034250.00,142.20,16638888.00,7733135.00
dig-25,Santa Rosalia,2025-11-07,378.05,20000000.00,366.69,9270334.00,4257278.00
dig-26,Scanzano,2025-11-07,517.00,7312775.00,512.87,4156331.00,3115707.00
dig-31,Gammauta,2025-11-07,500.00,2000000.00,497.18,1679310.01,177838.01
