cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-19,950.00,30410000.00,939.25,16222103.50,14222103.50
dig-03,Castello,2025-09-19,292.65,19493500.00,276.90,4472000.00,837162.00
dig-07,Fanaco,2025-09-19,677.50,20700000.00,657.55,2724481.00,2138164.00
dig-09,Garcia (M. Francese),2025-09-19,190.00,61000000.00,172.58,9254000.00,3254000.00
dig-17,Piana Degli Albanesi,2025-09-19,609.00,25000000.00,600.93,7600598.10,5600598.10
dig-12,Leone,2025-09-19,828.00,4150000.00,825.18,2771000.00,1521000.00
dig-18,Poma,2025-09-19,195.60,72300000.00,178.65,18637500.00,10236718.00
dig-20,Prizzi,2025-09-19,638.00,9250000.00,627.02,1403949.35,0.00
dig-21,Ragoleto,2025-09-19,326.00,17160198.00,311.40,5357919.00,1856631.00
dig-22,Rosamarina,2025-09-19,164.00,73034250.00,143.43,18584754.00,9548145.00
dig-25,Santa Rosalia,2025-09-19,378.05,20000000.00,367.60,9954351.00,4823795.00
dig-26,Scanzano,2025-09-19,517.00,7312775.00,514.05,4951709.00,3851174.00
