cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-29,950.00,30410000.00,937.00,14072132.89,12072132.89
dig-03,Castello,2025-10-29,292.65,19493500.00,276.97,4511200.00,882708.00
dig-07,Fanaco,2025-10-29,677.50,20700000.00,656.58,2389711.00,1803394.00
dig-09,Garcia (M. Francese),2025-10-29,190.00,61000000.00,170.96,7152000.00,1152000.00
dig-17,Piana Degli Albanesi,2025-10-29,609.00,25000000.00,600.16,6664695.54,4664695.54
dig-12,Leone,2025-10-29,828.00,4150000.00,823.23,1992000.00,742000.00
dig-18,Poma,2025-10-29,195.60,72300000.00,177.39,16432500.00,8083511.00
dig-20,Prizzi,2025-10-29,638.00,9250000.00,626.75,1317309.05,0.00
dig-21,Ragoleto,2025-10-29,326.00,17160198.00,310.49,4850549.00,1350261.00
dig-22,Rosamarina,2025-10-29,164.00,73034250.00,142.35,16870118.00,7852082.00
dig-25,Santa Rosalia,2025-10-29,378.05,20000000.00,366.72,9292473.00,4181917.00
dig-26,Scanzano,2025-10-29,517.00,7312775.00,513.10,4306672.00,3206403.00
