cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-01-28,939.00,30410000.00,941.64,18674234.89,16674234.89
dig-03,Castello,2025-01-28,292.65,19493500.00,279.08,5839600.00,2292258.00
dig-07,Fanaco,2025-01-28,677.50,20700000.00,655.34,2005894.00,1419577.00
dig-09,Garcia (M. Francese),2025-01-28,190.00,61000000.00,174.79,12685000.00,6685000.00
dig-17,Piana Degli Albanesi,2025-01-28,609.00,25000000.00,600.95,7309406.89,5309406.89
dig-12,Leone,2025-01-28,828.00,4150000.00,824.17,2368000.00,1118000.00
dig-18,Poma,2025-01-28,195.60,72300000.00,179.44,20020000.00,11932528.00
dig-20,Prizzi,2025-01-28,638.00,9250000.00,629.62,2396435.69,896435.69
dig-21,Ragoleto,2025-01-28,326.00,17160198.00,311.52,5426067.00,1925779.00
dig-22,Rosamarina,2025-01-28,164.00,73034250.00,140.64,14319159.00,5399572.00
dig-25,Santa Rosalia,2025-01-28,378.05,21080000.00,364.68,7849537.00,2842981.00
dig-26,Scanzano,2025-01-28,517.00,7312775.00,515.34,5891194.00,4862604.00
