cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-08,950.00,30410000.00,934.97,12300519.00,10300519.00
dig-03,Castello,2025-12-08,292.65,19493500.00,277.97,5109700.00,1580048.00
dig-07,Fanaco,2025-12-08,677.50,20700000.00,656.12,2239447.00,1653130.00
dig-09,Garcia (M. Francese),2025-12-08,190.00,61000000.00,170.06,6072000.00,72000.00
dig-17,Piana Degli Albanesi,2025-12-08,609.00,25000000.00,599.59,6036953.70,4036953.70
dig-12,Leone,2025-12-08,828.00,4150000.00,821.33,1399000.00,149000.00
dig-18,Poma,2025-12-08,195.60,72300000.00,176.75,15312500.00,7185694.00
dig-20,Prizzi,2025-12-08,638.00,9250000.00,626.72,1307849.00,0.00
dig-21,Ragoleto,2025-12-08,326.00,17160198.00,310.50,4855958.00,1355670.00
dig-22,Rosamarina,2025-12-08,164.00,73034250.00,141.32,15305502.00,6378415.00
dig-25,Santa Rosalia,2025-12-08,378.05,20000000.00,366.34,9014560.00,4004292.00
dig-26,Scanzano,2025-12-08,517.00,7312775.00,511.96,3589890.00,2559780.00
dig-31,Gammauta,2025-12-08,500.00,2000000.00,496.04,1577304.50,75832.50
