cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-14,950.00,30410000.00,946.35,23701446.31,21701446.31
dig-03,Castello,2025-02-14,292.65,19493500.00,281.25,7371500.00,3843418.50
dig-07,Fanaco,2025-02-14,677.50,20700000.00,657.36,2657379.00,2071062.00
dig-09,Garcia (M. Francese),2025-02-14,190.00,61000000.00,175.73,14679000.00,8679000.00
dig-17,Piana Degli Albanesi,2025-02-14,609.00,25000000.00,601.24,7791249.67,5791249.67
dig-12,Leone,2025-02-14,828.00,4150000.00,825.35,2857500.00,1607500.00
dig-18,Poma,2025-02-14,195.60,72300000.00,180.58,22450000.00,14408825.50
dig-20,Prizzi,2025-02-14,638.00,9250000.00,630.50,2802155.75,1302155.75
dig-21,Ragoleto,2025-02-14,326.00,17160198.00,314.36,7209726.00,3709438.00
dig-22,Rosamarina,2025-02-14,164.00,73034250.00,141.60,15720816.92,6835730.11
dig-25,Santa Rosalia,2025-02-14,378.05,21080000.00,367.79,10102384.38,5097997.38
dig-26,Scanzano,2025-02-14,517.00,7312775.00,515.55,6052304.37,5027475.08
