cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-01-22,939.00,30410000.00,940.20,17179469.81,15179469.81
dig-03,Castello,2025-01-22,292.65,19493500.00,278.66,5558200.00,2030279.00
dig-07,Fanaco,2025-01-22,677.50,20700000.00,654.50,1773118.00,1186801.00
dig-09,Garcia (M. Francese),2025-01-22,190.00,61000000.00,174.74,12610000.00,6610000.00
dig-17,Piana Degli Albanesi,2025-01-22,609.00,25000000.00,600.91,7253798.92,5253798.92
dig-12,Leone,2025-01-22,828.00,4150000.00,823.78,2212000.00,962000.00
dig-18,Poma,2025-01-22,195.60,72300000.00,179.26,19705000.00,11661264.00
dig-20,Prizzi,2025-01-22,638.00,9250000.00,629.31,2262473.56,762473.56
dig-21,Ragoleto,2025-01-22,326.00,17160198.00,311.40,5356919.00,1856631.00
dig-22,Rosamarina,2025-01-22,164.00,73034250.00,140.38,13949099.89,5055143.89
dig-25,Santa Rosalia,2025-01-22,378.05,21080000.00,364.71,7869970.20,2876414.20
dig-26,Scanzano,2025-01-22,517.00,7312775.00,515.33,5883628.13,4858962.13
dig-14,Ogliastro (Don Sturzo),2025-01-22,,,,,
dig-15,Olivo,2025-01-22,,,,,
dig-16,Paceco,2025-01-22,,,,,
dig-19,Pozzillo,2025-01-22,,,,,
dig-13,Nicoletti,2025-01-22,,,,,
dig-23,Rubino,2025-01-22,,,,,
dig-24,San Giovanni,2025-01-22,,,,,
dig-27,Sciaguana,2025-01-22,,,,,
dig-28,Trinità,2025-01-22,,,,,
dig-29,Zaffarana,2025-01-22,,,,,
dig-30,Biviere,2025-01-22,,,,,
dig-31,Gammauta,2025-01-22,,,,,
dig-02,Arancio,2025-01-22,,,,,
dig-04,Cimia,2025-01-22,,,,,
dig-05,Comunelli,2025-01-22,,,,,
dig-06,Disueri,2025-01-22,,,,,
dig-08,Furore,2025-01-22,,,,,
dig-10,Gorgo Lago,2025-01-22,,,,,
dig-11,Lentini,2025-01-22,,,,,
