cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-15,950.00,30410000.00,948.19,25671504.87,23671504.87
dig-03,Castello,2025-03-15,292.65,19493500.00,283.75,9484000.00,5941093.50
dig-07,Fanaco,2025-03-15,677.50,20700000.00,660.65,4025771.00,3439454.00
dig-09,Garcia (M. Francese),2025-03-15,190.00,61000000.00,177.27,18248000.00,12248000.00
dig-17,Piana Degli Albanesi,2025-03-15,609.00,25000000.00,602.22,9342967.11,7342967.11
dig-12,Leone,2025-03-15,828.00,4150000.00,826.69,3460500.00,2210500.00
dig-18,Poma,2025-03-15,195.60,72300000.00,182.18,26495000.00,18390387.71
dig-20,Prizzi,2025-03-15,638.00,9250000.00,632.10,3636154.78,2136154.78
dig-21,Ragoleto,2025-03-15,326.00,17160198.00,316.12,8451750.00,4951462.00
dig-22,Rosamarina,2025-03-15,164.00,73034250.00,143.77,19140026.98,10222338.62
dig-25,Santa Rosalia,2025-03-15,378.05,21080000.00,370.56,12412056.60,7389000.60
dig-26,Scanzano,2025-03-15,517.00,7312775.00,516.24,6640176.19,5606758.55
