cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-01,950.00,30410000.00,938.58,15562729.00,13562729.00
dig-03,Castello,2025-10-01,292.65,19493500.00,276.77,4399200.00,770708.00
dig-07,Fanaco,2025-10-01,677.50,20700000.00,657.10,2566455.00,1980138.00
dig-09,Garcia (M. Francese),2025-10-01,190.00,61000000.00,171.87,8331000.00,2331000.00
dig-17,Piana Degli Albanesi,2025-10-01,609.00,25000000.00,600.74,7367231.60,5367231.60
dig-12,Leone,2025-10-01,828.00,4150000.00,824.63,2552000.00,1302000.00
dig-18,Poma,2025-10-01,195.60,72300000.00,178.26,17955000.00,9606011.00
dig-20,Prizzi,2025-10-01,638.00,9250000.00,626.93,1374746.00,0.00
dig-21,Ragoleto,2025-10-01,326.00,17160198.00,310.61,4915462.00,1415174.00
dig-22,Rosamarina,2025-10-01,164.00,73034250.00,143.08,18016565.00,8998529.00
dig-25,Santa Rosalia,2025-10-01,378.05,20000000.00,367.30,9725505.00,4614949.00
dig-26,Scanzano,2025-10-01,517.00,7312775.00,513.75,4743294.00,3643025.00
