cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-01-23,939.00,30410000.00,940.20,17179469.81,15179469.81
dig-03,Castello,2025-01-23,292.65,19493500.00,278.79,5645300.00,2117379.00
dig-07,Fanaco,2025-01-23,677.50,20700000.00,654.70,1827320.00,1241003.00
dig-09,Garcia (M. Francese),2025-01-23,190.00,61000000.00,174.74,12610000.00,6610000.00
dig-17,Piana Degli Albanesi,2025-01-23,609.00,25000000.00,600.91,7253798.92,5253798.92
dig-12,Leone,2025-01-23,828.00,4150000.00,823.89,2256000.00,1006000.00
dig-18,Poma,2025-01-23,195.60,72300000.00,179.32,19810000.00,11766264.00
dig-20,Prizzi,2025-01-23,638.00,9250000.00,629.31,2262473.56,762473.56
dig-21,Ragoleto,2025-01-23,326.00,17160198.00,311.41,5362682.00,1862394.00
dig-22,Rosamarina,2025-01-23,164.00,73034250.00,140.48,14091037.57,5197081.57
dig-25,Santa Rosalia,2025-01-23,378.05,21080000.00,364.70,7863159.00,2869603.00
dig-26,Scanzano,2025-01-23,517.00,7312775.00,515.35,5898765.60,4874099.60
