cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-14,950.00,30410000.00,937.85,14861945.63,12861945.63
dig-03,Castello,2025-10-14,292.65,19493500.00,276.70,4360000.00,791504.00
dig-07,Fanaco,2025-10-14,677.50,20700000.00,656.78,2456871.00,1870554.00
dig-09,Garcia (M. Francese),2025-10-14,190.00,61000000.00,171.35,7655000.00,1655000.00
dig-17,Piana Degli Albanesi,2025-10-14,609.00,25000000.00,600.45,7016612.08,5016612.08
dig-12,Leone,2025-10-14,828.00,4150000.00,824.00,2300000.00,1050000.00
dig-18,Poma,2025-10-14,195.60,72300000.00,177.78,17115000.00,8940506.00
dig-20,Prizzi,2025-10-14,638.00,9250000.00,626.77,1323631.91,0.00
dig-21,Ragoleto,2025-10-14,326.00,17160198.00,310.37,4785636.00,1285348.00
dig-22,Rosamarina,2025-10-14,164.00,73034250.00,142.69,17399210.00,8456030.00
dig-25,Santa Rosalia,2025-10-14,378.05,20000000.00,366.99,9491723.00,4446167.00
dig-26,Scanzano,2025-10-14,517.00,7312775.00,513.39,4499198.00,3438693.00
dig-31,Gammauta,2025-10-14,500.00,2000000.00,496.10,n.d.,79817.66
