cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-26,950.00,30410000.00,935.49,12739336.68,10739336.68
dig-03,Castello,2025-11-26,292.65,19493500.00,277.82,5018200.00,1389708.00
dig-07,Fanaco,2025-11-26,677.50,20700000.00,656.06,2220323.00,1634006.00
dig-09,Garcia (M. Francese),2025-11-26,190.00,61000000.00,170.04,6048000.00,48000.00
dig-17,Piana Degli Albanesi,2025-11-26,609.00,25000000.00,599.77,6231711.50,4231711.50
dig-12,Leone,2025-11-26,828.00,4150000.00,821.97,1591000.00,341000.00
dig-18,Poma,2025-11-26,195.60,72300000.00,176.77,15347500.00,6998511.00
dig-20,Prizzi,2025-11-26,638.00,9250000.00,626.73,1310999.37,0.00
dig-21,Ragoleto,2025-11-26,326.00,17160198.00,310.49,4850539.00,1350251.00
dig-22,Rosamarina,2025-11-26,164.00,73034250.00,141.70,15870210.00,6852174.00
dig-25,Santa Rosalia,2025-11-26,378.05,20000000.00,366.46,9101230.00,3990674.00
dig-26,Scanzano,2025-11-26,517.00,7312775.00,512.30,3796439.00,2696170.00
dig-31,Gammauta,2025-11-26,500.00,2000000.00,497.30,1692572.00,191100.00
