cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-26,950.00,30410000.00,948.00,25468074.91,23468074.91
dig-03,Castello,2025-05-26,292.65,19493500.00,283.88,9598400.00,5938912.00
dig-07,Fanaco,2025-05-26,677.50,20700000.00,663.18,5344479.00,4758162.00
dig-09,Garcia (M. Francese),2025-05-26,190.00,61000000.00,178.15,20390000.00,14390000.00
dig-17,Piana Degli Albanesi,2025-05-26,609.00,25000000.00,603.34,11717863.39,9717863.39
dig-12,Leone,2025-05-26,828.00,4150000.00,826.41,3334500.00,2084500.00
dig-18,Poma,2025-05-26,195.60,72300000.00,183.01,28777500.00,20304726.00
dig-20,Prizzi,2025-05-26,638.00,9250000.00,633.08,4212864.70,2712864.70
dig-21,Ragoleto,2025-05-26,326.00,17160198.00,317.22,9277119.00,5776831.00
dig-22,Rosamarina,2025-05-26,164.00,73034250.00,146.41,23751456.99,14661103.96
dig-25,Santa Rosalia,2025-05-26,378.05,20000000.00,371.40,13176041.80,8045485.80
dig-26,Scanzano,2025-05-26,517.00,7312775.00,516.77,7105292.94,6013196.20
