cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-18,950.00,30410000.00,935.90,13092485.57,11092485.57
dig-03,Castello,2025-11-18,292.65,19493500.00,277.54,4847400.00,1248905.94
dig-07,Fanaco,2025-11-18,677.50,20700000.00,656.16,2252265.00,1665948.00
dig-09,Garcia (M. Francese),2025-11-18,190.00,61000000.00,170.20,6240000.00,240000.00
dig-17,Piana Degli Albanesi,2025-11-18,609.00,25000000.00,599.82,6273275.39,4273275.39
dig-12,Leone,2025-11-18,828.00,4150000.00,822.26,1678000.00,428000.00
dig-18,Poma,2025-11-18,195.60,72300000.00,176.91,15592500.00,7330758.25
dig-20,Prizzi,2025-11-18,638.00,9250000.00,626.69,1298419.43,0.00
dig-21,Ragoleto,2025-11-18,326.00,17160198.00,310.46,4834320.00,1334032.00
dig-22,Rosamarina,2025-11-18,164.00,73034250.00,141.98,16290975.77,7310367.30
dig-25,Santa Rosalia,2025-11-18,378.05,20000000.00,366.55,9167018.30,4088962.30
dig-26,Scanzano,2025-11-18,517.00,7312775.00,512.45,3889441.34,2809054.11
dig-31,Gammauta,2025-11-18,500.00,2000000.00,498.16,1794498.74,293026.74
