cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-03,950.00,30410000.00,935.08,12392477.45,10392477.45
dig-03,Castello,2025-12-03,292.65,19493500.00,277.91,5073100.00,1554024.00
dig-07,Fanaco,2025-12-03,677.50,20700000.00,656.16,2252265.00,1665948.00
dig-09,Garcia (M. Francese),2025-12-03,190.00,61000000.00,170.01,6012000.00,12000.00
dig-17,Piana Degli Albanesi,2025-12-03,609.00,25000000.00,599.68,6135958.78,4135958.78
dig-12,Leone,2025-12-03,828.00,4150000.00,821.64,1492000.00,242000.00
dig-18,Poma,2025-12-03,195.60,72300000.00,176.68,15190000.00,7126597.00
dig-20,Prizzi,2025-12-03,638.00,9250000.00,626.72,1307849.00,0.00
dig-21,Ragoleto,2025-12-03,326.00,17160198.00,310.50,4855958.00,1355670.00
dig-22,Rosamarina,2025-12-03,164.00,73034250.00,141.46,15512554.00,6614848.00
dig-25,Santa Rosalia,2025-12-03,378.05,20000000.00,366.39,9050672.00,4055260.00
dig-26,Scanzano,2025-12-03,517.00,7312775.00,512.12,3686433.00,2661007.00
dig-31,Gammauta,2025-12-03,500.00,2000000.00,495.61,1551288.50,49816.50
