cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-22,950.00,30410000.00,935.70,12919409.17,10919409.17
dig-03,Castello,2025-11-22,292.65,19493500.00,277.66,4920600.00,1322105.94
dig-07,Fanaco,2025-11-22,677.50,20700000.00,656.10,2232059.00,1645742.00
dig-09,Garcia (M. Francese),2025-11-22,190.00,61000000.00,170.04,6048000.00,48000.00
dig-17,Piana Degli Albanesi,2025-11-22,609.00,25000000.00,599.76,6208846.05,4208846.05
dig-12,Leone,2025-11-22,828.00,4150000.00,822.15,1645000.00,395000.00
dig-18,Poma,2025-11-22,195.60,72300000.00,176.79,15382500.00,7120758.00
dig-20,Prizzi,2025-11-22,638.00,9250000.00,626.70,1301559.48,0.00
dig-21,Ragoleto,2025-11-22,326.00,17160198.00,310.46,4834320.00,1334032.00
dig-22,Rosamarina,2025-11-22,164.00,73034250.00,141.83,16065125.00,7084516.53
dig-25,Santa Rosalia,2025-11-22,378.05,20000000.00,366.50,9130120.00,4052064.00
dig-26,Scanzano,2025-11-22,517.00,7312775.00,512.39,3852091.83,2771704.59
dig-31,Gammauta,2025-11-22,500.00,2000000.00,497.56,1722267.79,220795.79
