cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-11,950.00,30410000.00,948.11,25585850.15,23585850.15
dig-03,Castello,2025-03-11,292.65,19493500.00,283.70,9440000.00,5897094.00
dig-07,Fanaco,2025-03-11,677.50,20700000.00,660.38,3898279.00,3311962.00
dig-09,Garcia (M. Francese),2025-03-11,190.00,61000000.00,177.26,18224000.00,12224000.00
dig-17,Piana Degli Albanesi,2025-03-11,609.00,25000000.00,602.12,9165214.20,7165214.20
dig-12,Leone,2025-03-11,828.00,4150000.00,826.73,3478500.00,2228500.00
dig-18,Poma,2025-03-11,195.60,72300000.00,182.20,26550000.00,18445387.71
dig-20,Prizzi,2025-03-11,638.00,9250000.00,632.03,3596854.56,2096854.56
dig-21,Ragoleto,2025-03-11,326.00,17160198.00,316.03,8384734.00,4884446.00
dig-22,Rosamarina,2025-03-11,164.00,73034250.00,143.73,19074327.86,10156639.50
dig-25,Santa Rosalia,2025-03-11,378.05,21080000.00,370.39,12261258.12,7238202.12
dig-26,Scanzano,2025-03-11,517.00,7312775.00,516.32,6709233.41,5675815.77
