cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-02,950.00,30410000.00,942.66,19754455.47,17754455.47
dig-03,Castello,2025-02-02,292.65,19493500.00,279.31,5989300.00,2471009.00
dig-07,Fanaco,2025-02-02,677.50,20700000.00,655.74,2122339.00,1536022.00
dig-09,Garcia (M. Francese),2025-02-02,190.00,61000000.00,174.80,12700000.00,6700000.00
dig-17,Piana Degli Albanesi,2025-02-02,609.00,25000000.00,600.95,7309406.89,5309406.89
dig-12,Leone,2025-02-02,828.00,4150000.00,824.29,2416000.00,1166000.00
dig-18,Poma,2025-02-02,195.60,72300000.00,179.57,20247500.00,12226913.00
dig-20,Prizzi,2025-02-02,638.00,9250000.00,629.78,2467553.31,967553.31
dig-21,Ragoleto,2025-02-02,326.00,17160198.00,311.56,5449116.00,1948828.00
dig-22,Rosamarina,2025-02-02,164.00,73034250.00,140.70,14405015.00,5528309.00
dig-25,Santa Rosalia,2025-02-02,378.05,21080000.00,364.63,7815481.00,2823009.00
dig-26,Scanzano,2025-02-02,517.00,7312775.00,515.28,5845734.00,4822948.00
