cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-28,950.00,30410000.00,945.40,22684296.51,20684296.51
dig-03,Castello,2025-07-28,292.65,19493500.00,279.66,6209800.00,2443199.00
dig-07,Fanaco,2025-07-28,677.50,20700000.00,660.65,4025771.00,3439454.00
dig-09,Garcia (M. Francese),2025-07-28,190.00,61000000.00,176.74,17002000.00,11002000.00
dig-17,Piana Degli Albanesi,2025-07-28,609.00,25000000.00,602.16,9741820.95,7741820.95
dig-12,Leone,2025-07-28,828.00,4150000.00,826.07,3181500.00,1931500.00
dig-18,Poma,2025-07-28,195.60,72300000.00,180.80,23000000.00,14107769.00
dig-20,Prizzi,2025-07-28,638.00,9250000.00,631.79,3464005.71,1964005.71
dig-21,Ragoleto,2025-07-28,326.00,17160198.00,314.75,7476523.00,3926235.00
dig-22,Rosamarina,2025-07-28,164.00,73034250.00,145.01,21238395.00,12034184.00
dig-25,Santa Rosalia,2025-07-28,378.05,20000000.00,369.73,11685767.00,6318549.00
dig-26,Scanzano,2025-07-28,517.00,7312775.00,515.30,5860806.00,4618436.00
