cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-09,950.00,30410000.00,939.83,16803539.31,14803539.31
dig-03,Castello,2025-09-09,292.65,19493500.00,277.16,4617600.00,1024874.79
dig-07,Fanaco,2025-09-09,677.50,20700000.00,657.77,2804781.00,2218464.00
dig-09,Garcia (M. Francese),2025-09-09,190.00,61000000.00,173.60,10820000.00,4820000.00
dig-17,Piana Degli Albanesi,2025-09-09,609.00,25000000.00,601.18,7925870.24,5925870.24
dig-12,Leone,2025-09-09,828.00,4150000.00,825.57,2956500.00,1706500.00
dig-18,Poma,2025-09-09,195.60,72300000.00,179.00,19250000.00,10982812.00
dig-20,Prizzi,2025-09-09,638.00,9250000.00,627.17,1453326.60,0.00
dig-21,Ragoleto,2025-09-09,326.00,17160198.00,311.95,5673844.00,2173556.00
dig-22,Rosamarina,2025-09-09,164.00,73034250.00,143.75,19107165.20,10126651.08
dig-25,Santa Rosalia,2025-09-09,378.05,20000000.00,367.95,10227043.90,5146487.90
dig-26,Scanzano,2025-09-09,517.00,7312775.00,514.28,5113644.17,4039706.80
