cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-01,950.00,30410000.00,949.48,27052687.23,25052687.23
dig-03,Castello,2025-04-01,292.65,19493500.00,283.85,9572000.00,6039817.25
dig-07,Fanaco,2025-04-01,677.50,20700000.00,661.60,4492082.00,3905765.00
dig-09,Garcia (M. Francese),2025-04-01,190.00,61000000.00,177.59,19016000.00,13016000.00
dig-17,Piana Degli Albanesi,2025-04-01,609.00,25000000.00,603.00,10772735.35,8772735.35
dig-12,Leone,2025-04-01,828.00,4150000.00,826.83,3523500.00,2273500.00
dig-18,Poma,2025-04-01,195.60,72300000.00,182.90,28475000.00,20381277.25
dig-20,Prizzi,2025-04-01,638.00,9250000.00,632.84,4067109.24,2567109.24
dig-21,Ragoleto,2025-04-01,326.00,17160198.00,316.62,8825063.00,5324775.00
dig-22,Rosamarina,2025-04-01,164.00,73034250.00,144.47,20309048.66,11409867.63
dig-25,Santa Rosalia,2025-04-01,378.05,21080000.00,371.13,12927476.56,7917707.31
dig-26,Scanzano,2025-04-01,517.00,7312775.00,516.95,7267372.71,6236555.89
