cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-01-26,939.00,30410000.00,941.40,18422138.21,16422138.21
dig-03,Castello,2025-01-26,292.65,19493500.00,279.06,5826200.00,2298279.00
dig-07,Fanaco,2025-01-26,677.50,20700000.00,655.10,1937992.00,1351675.00
dig-09,Garcia (M. Francese),2025-01-26,190.00,61000000.00,174.77,12655000.00,6655000.00
dig-17,Piana Degli Albanesi,2025-01-26,609.00,25000000.00,600.95,7309406.89,5309406.89
dig-12,Leone,2025-01-26,828.00,4150000.00,824.08,2332000.00,1082000.00
dig-18,Poma,2025-01-26,195.60,72300000.00,179.41,19967500.00,11923764.00
dig-20,Prizzi,2025-01-26,638.00,9250000.00,629.52,2352746.64,852746.64
dig-21,Ragoleto,2025-01-26,326.00,17160198.00,311.45,5385731.00,1885443.00
dig-22,Rosamarina,2025-01-26,164.00,73034250.00,140.61,14276294.95,5382338.95
dig-25,Santa Rosalia,2025-01-26,378.05,21080000.00,364.70,7863159.00,2869603.00
dig-26,Scanzano,2025-01-26,517.00,7312775.00,515.37,5913917.88,4889251.88
