cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-11,950.00,30410000.00,945.67,22973381.19,20973381.19
dig-03,Castello,2025-02-11,292.65,19493500.00,280.92,7111600.00,3583518.50
dig-07,Fanaco,2025-02-11,677.50,20700000.00,657.24,2615203.00,2028886.00
dig-09,Garcia (M. Francese),2025-02-11,190.00,61000000.00,175.62,14426000.00,8426000.00
dig-17,Piana Degli Albanesi,2025-02-11,609.00,25000000.00,601.22,7690594.26,5690594.26
dig-12,Leone,2025-02-11,828.00,4150000.00,825.27,2821500.00,1571500.00
dig-18,Poma,2025-02-11,195.60,72300000.00,180.40,22000000.00,13958825.50
dig-20,Prizzi,2025-02-11,638.00,9250000.00,630.39,2749405.28,1249405.28
dig-21,Ragoleto,2025-02-11,326.00,17160198.00,314.09,7025021.00,3524734.00
dig-22,Rosamarina,2025-02-11,164.00,73034250.00,141.43,15468080.61,6582993.80
dig-25,Santa Rosalia,2025-02-11,378.05,21080000.00,367.21,9657584.12,4653197.12
dig-26,Scanzano,2025-02-11,517.00,7312775.00,515.58,6075369.23,5050539.94
