cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-19,950.00,30410000.00,948.22,25703625.39,23703625.39
dig-03,Castello,2025-03-19,292.65,19493500.00,283.74,9475200.00,5915090.25
dig-07,Fanaco,2025-03-19,677.50,20700000.00,660.88,4136128.00,3549811.00
dig-09,Garcia (M. Francese),2025-03-19,190.00,61000000.00,177.28,18272000.00,12272000.00
dig-17,Piana Degli Albanesi,2025-03-19,609.00,25000000.00,602.24,9378675.94,7378675.94
dig-12,Leone,2025-03-19,828.00,4150000.00,826.64,3439000.00,2189000.00
dig-18,Poma,2025-03-19,195.60,72300000.00,182.13,26357500.00,18200581.57
dig-20,Prizzi,2025-03-19,638.00,9250000.00,632.15,3664381.60,2164381.60
dig-21,Ragoleto,2025-03-19,326.00,17160198.00,316.20,8511320.00,5011032.00
dig-22,Rosamarina,2025-03-19,164.00,73034250.00,143.75,19107165.20,10164795.16
dig-25,Santa Rosalia,2025-03-19,378.05,21080000.00,370.66,12501997.60,7457691.60
dig-26,Scanzano,2025-03-19,517.00,7312775.00,516.16,6571541.04,5531785.58
