cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-23,950.00,30410000.00,935.64,12867830.80,10867830.80
dig-03,Castello,2025-11-23,292.65,19493500.00,277.74,4969400.00,1370906.00
dig-07,Fanaco,2025-11-23,677.50,20700000.00,656.09,2229870.00,1643553.00
dig-09,Garcia (M. Francese),2025-11-23,190.00,61000000.00,170.04,6048000.00,48000.00
dig-17,Piana Degli Albanesi,2025-11-23,609.00,25000000.00,599.81,6274398.68,4274398.68
dig-12,Leone,2025-11-23,828.00,4150000.00,822.02,1606000.00,356000.00
dig-18,Poma,2025-11-23,195.60,72300000.00,176.79,15382500.00,7120758.00
dig-20,Prizzi,2025-11-23,638.00,9250000.00,626.73,1310999.37,0.00
dig-21,Ragoleto,2025-11-23,326.00,17160198.00,310.46,4834320.00,1334032.00
dig-22,Rosamarina,2025-11-23,164.00,73034250.00,141.82,16050104.00,7069496.00
dig-25,Santa Rosalia,2025-11-23,378.05,20000000.00,366.50,9130120.00,4052064.00
dig-26,Scanzano,2025-11-23,517.00,7312775.00,512.38,3845886.00,2765499.00
dig-31,Gammauta,2025-11-23,500.00,2000000.00,497.63,1730480.17,229008.17
