cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-20,950.00,30410000.00,935.84,13040447.74,11040447.74
dig-03,Castello,2025-11-20,292.65,19493500.00,277.58,4871800.00,1273306.00
dig-07,Fanaco,2025-11-20,677.50,20700000.00,656.10,2232059.00,1645742.00
dig-09,Garcia (M. Francese),2025-11-20,190.00,61000000.00,170.06,6072000.00,72000.00
dig-17,Piana Degli Albanesi,2025-11-20,609.00,25000000.00,599.79,6239806.69,4239806.69
dig-12,Leone,2025-11-20,828.00,4150000.00,822.15,1645000.00,395000.00
dig-18,Poma,2025-11-20,195.60,72300000.00,176.85,15487500.00,7225758.00
dig-20,Prizzi,2025-11-20,638.00,9250000.00,626.68,1295282.69,0.00
dig-21,Ragoleto,2025-11-20,326.00,17160198.00,310.46,4834320.00,1334032.00
dig-22,Rosamarina,2025-11-20,164.00,73034250.00,141.90,16170394.00,7189785.00
dig-25,Santa Rosalia,2025-11-20,378.05,20000000.00,366.52,9144879.00,4066823.00
dig-26,Scanzano,2025-11-20,517.00,7312775.00,512.42,3870741.00,2790354.00
dig-31,Gammauta,2025-11-20,500.00,2000000.00,497.85,1756699.64,255227.64
