cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-30,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-30,292.65,19493500.00,282.71,8588400.00,4870495.00
dig-07,Fanaco,2025-06-30,677.50,20700000.00,662.36,4889928.00,4303611.00
dig-09,Garcia (M. Francese),2025-06-30,190.00,61000000.00,177.48,18752000.00,12752000.00
dig-17,Piana Degli Albanesi,2025-06-30,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-30,828.00,4150000.00,826.31,3289500.00,2039500.00
dig-18,Poma,2025-06-30,195.60,72300000.00,181.98,25950000.00,17344107.00
dig-20,Prizzi,2025-06-30,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-30,326.00,17160198.00,316.34,8615568.00,5115280.00
dig-22,Rosamarina,2025-06-30,164.00,73034250.00,145.78,22600398.00,13426902.00
dig-25,Santa Rosalia,2025-06-30,378.05,20000000.00,370.68,12519986.00,7284830.00
dig-26,Scanzano,2025-06-30,517.00,7312775.00,516.05,6477929.00,5340623.00
