cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-02,950.00,30410000.00,935.08,12392477.45,10392477.45
dig-03,Castello,2025-12-02,292.65,19493500.00,277.91,5073100.00,1554024.00
dig-07,Fanaco,2025-12-02,677.50,20700000.00,656.20,2265135.00,1678818.00
dig-09,Garcia (M. Francese),2025-12-02,190.00,61000000.00,170.05,6060000.00,60000.00
dig-17,Piana Degli Albanesi,2025-12-02,609.00,25000000.00,599.70,6159012.00,4159012.00
dig-12,Leone,2025-12-02,828.00,4150000.00,821.69,1507000.00,257000.00
dig-18,Poma,2025-12-02,195.60,72300000.00,176.70,15225000.00,7161597.00
dig-20,Prizzi,2025-12-02,638.00,9250000.00,626.72,1307849.00,0.00
dig-21,Ragoleto,2025-12-02,326.00,17160198.00,310.50,4855958.00,1355670.00
dig-22,Rosamarina,2025-12-02,164.00,73034250.00,141.49,15557090.00,6659385.00
dig-25,Santa Rosalia,2025-12-02,378.05,20000000.00,366.40,9057895.00,4062483.00
dig-26,Scanzano,2025-12-02,517.00,7312775.00,512.15,3704647.00,2679221.00
dig-31,Gammauta,2025-12-02,500.00,2000000.00,495.98,1573411.00,71939.00
