cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-31,950.00,30410000.00,936.90,13981107.19,11981107.19
dig-03,Castello,2025-10-31,292.65,19493500.00,276.97,4511200.00,882708.00
dig-07,Fanaco,2025-10-31,677.50,20700000.00,656.52,2369775.00,1783458.00
dig-09,Garcia (M. Francese),2025-10-31,190.00,61000000.00,170.96,7152000.00,1152000.00
dig-17,Piana Degli Albanesi,2025-10-31,609.00,25000000.00,600.13,6631383.06,4631383.06
dig-12,Leone,2025-10-31,828.00,4150000.00,823.20,1980000.00,730000.00
dig-18,Poma,2025-10-31,195.60,72300000.00,177.39,16432500.00,8083511.00
dig-20,Prizzi,2025-10-31,638.00,9250000.00,626.77,1323631.91,0.00
dig-21,Ragoleto,2025-10-31,326.00,17160198.00,310.47,4839730.00,1339442.00
dig-22,Rosamarina,2025-10-31,164.00,73034250.00,142.35,16870118.00,7852082.00
dig-25,Santa Rosalia,2025-10-31,378.05,20000000.00,366.72,9292473.00,4181917.00
dig-26,Scanzano,2025-10-31,517.00,7312775.00,513.10,4306672.00,3206403.00
