cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-28,950.00,30410000.00,948.08,25553729.63,23553729.63
dig-03,Castello,2025-02-28,292.65,19493500.00,283.10,8916000.00,5368337.00
dig-07,Fanaco,2025-02-28,677.50,20700000.00,659.32,3424373.00,2838056.00
dig-09,Garcia (M. Francese),2025-02-28,190.00,61000000.00,177.15,17960000.00,11960000.00
dig-17,Piana Degli Albanesi,2025-02-28,609.00,25000000.00,601.91,8796355.96,6796355.96
dig-12,Leone,2025-02-28,828.00,4150000.00,826.58,3411000.00,2161000.00
dig-18,Poma,2025-02-28,195.60,72300000.00,182.03,26082500.00,18000151.00
dig-20,Prizzi,2025-02-28,638.00,9250000.00,631.70,3414976.58,1914976.58
dig-21,Ragoleto,2025-02-28,326.00,17160198.00,315.50,8004971.00,4504683.00
dig-22,Rosamarina,2025-02-28,164.00,73034250.00,143.35,18455170.00,9553322.00
dig-25,Santa Rosalia,2025-02-28,378.05,21080000.00,369.78,11728762.00,6700544.00
dig-26,Scanzano,2025-02-28,517.00,7312775.00,516.33,6717894.00,5688978.00
