cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-22,950.00,30410000.00,947.43,24761423.47,22761423.47
dig-03,Castello,2025-02-22,292.65,19493500.00,282.56,8462400.00,4924528.00
dig-07,Fanaco,2025-02-22,677.50,20700000.00,658.78,3198503.00,2612186.00
dig-09,Garcia (M. Francese),2025-02-22,190.00,61000000.00,177.00,17600000.00,11600000.00
dig-17,Piana Degli Albanesi,2025-02-22,609.00,25000000.00,601.76,8536746.66,6536746.66
dig-12,Leone,2025-02-22,828.00,4150000.00,826.26,3267000.00,2016000.00
dig-18,Poma,2025-02-22,195.60,72300000.00,181.79,25475000.00,17413238.25
dig-20,Prizzi,2025-02-22,638.00,9250000.00,631.36,3234013.54,1734013.54
dig-21,Ragoleto,2025-02-22,326.00,17160198.00,315.23,7811961.00,4311673.00
dig-22,Rosamarina,2025-02-22,164.00,73034250.00,143.06,17984745.68,9091277.97
dig-25,Santa Rosalia,2025-02-22,378.05,21080000.00,369.34,11353805.44,6337502.94
dig-26,Scanzano,2025-02-22,517.00,7312775.00,516.26,6657401.57,5630528.65
