cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-10,950.00,30410000.00,946.36,23712153.15,21712153.15
dig-03,Castello,2025-07-10,292.65,19493500.00,281.39,7487700.00,3875959.50
dig-07,Fanaco,2025-07-10,677.50,20700000.00,661.65,4517409.00,3931092.00
dig-09,Garcia (M. Francese),2025-07-10,190.00,61000000.00,177.24,18176000.00,12176000.00
dig-17,Piana Degli Albanesi,2025-07-10,609.00,25000000.00,602.67,10507393.34,8507393.34
dig-12,Leone,2025-07-10,828.00,4150000.00,826.21,3244500.00,1994500.00
dig-18,Poma,2025-07-10,195.60,72300000.00,181.58,24950000.00,16593107.73
dig-20,Prizzi,2025-07-10,638.00,9250000.00,632.11,3641789.85,2141789.85
dig-21,Ragoleto,2025-07-10,326.00,17160198.00,315.89,8312356.00,4812068.00
dig-22,Rosamarina,2025-07-10,164.00,73034250.00,145.50,22100094.90,13097415.40
dig-25,Santa Rosalia,2025-07-10,378.05,20000000.00,370.39,12261258.12,7126037.12
dig-26,Scanzano,2025-07-10,517.00,7312775.00,515.81,6253784.61,5144391.19
