cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-19,950.00,30410000.00,945.88,23198224.83,21198224.83
dig-03,Castello,2025-07-19,292.65,19493500.00,280.38,6690400.00,3027039.00
dig-07,Fanaco,2025-07-19,677.50,20700000.00,661.20,4292343.00,3706026.00
dig-09,Garcia (M. Francese),2025-07-19,190.00,61000000.00,177.01,17624000.00,11624000.00
dig-17,Piana Degli Albanesi,2025-07-19,609.00,25000000.00,602.52,10164650.93,8164650.93
dig-12,Leone,2025-07-19,828.00,4150000.00,826.14,3213000.00,1963000.00
dig-18,Poma,2025-07-19,195.60,72300000.00,181.29,24225000.00,15689662.00
dig-20,Prizzi,2025-07-19,638.00,9250000.00,631.91,3530062.63,2030062.63
dig-21,Ragoleto,2025-07-19,326.00,17160198.00,315.39,7926337.00,4426049.00
dig-22,Rosamarina,2025-07-19,164.00,73034250.00,145.26,21675770.00,12605914.00
dig-25,Santa Rosalia,2025-07-19,378.05,20000000.00,370.14,12041181.00,6828628.00
dig-26,Scanzano,2025-07-19,517.00,7312775.00,515.62,6106193.00,4952474.00
