cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-06,950.00,30410000.00,943.17,20298110.80,18298110.80
dig-03,Castello,2025-02-06,292.65,19493500.00,279.55,6140500.00,2622209.00
dig-07,Fanaco,2025-02-06,677.50,20700000.00,656.04,2213977.00,1627660.00
dig-09,Garcia (M. Francese),2025-02-06,190.00,61000000.00,174.80,12700000.00,6700000.00
dig-17,Piana Degli Albanesi,2025-02-06,609.00,25000000.00,600.94,7295484.73,5295484.73
dig-12,Leone,2025-02-06,828.00,4150000.00,824.44,2476000.00,1226000.00
dig-18,Poma,2025-02-06,195.60,72300000.00,179.56,20230000.00,12209413.00
dig-20,Prizzi,2025-02-06,638.00,9250000.00,629.88,2512647.72,1012647.72
dig-21,Ragoleto,2025-02-06,326.00,17160198.00,311.78,5575885.00,2075597.00
dig-22,Rosamarina,2025-02-06,164.00,73034250.00,140.75,14476691.28,5599985.38
dig-25,Santa Rosalia,2025-02-06,378.05,21080000.00,364.73,7883592.60,2891121.10
dig-26,Scanzano,2025-02-06,517.00,7312775.00,515.22,5800254.13,4777468.49
