cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-27,950.00,30410000.00,948.30,25789280.11,23789280.11
dig-03,Castello,2025-03-27,292.65,19493500.00,283.80,9528000.00,5950687.00
dig-07,Fanaco,2025-03-27,677.50,20700000.00,661.26,4321983.00,3735666.00
dig-09,Garcia (M. Francese),2025-03-27,190.00,61000000.00,177.25,18200000.00,12200000.00
dig-17,Piana Degli Albanesi,2025-03-27,609.00,25000000.00,602.14,9200658.37,7200658.37
dig-12,Leone,2025-03-27,828.00,4150000.00,826.59,3415500.00,2165500.00
dig-18,Poma,2025-03-27,195.60,72300000.00,182.03,26082500.00,17873275.42
dig-20,Prizzi,2025-03-27,638.00,9250000.00,632.24,3715514.26,2215514.26
dig-21,Ragoleto,2025-03-27,326.00,17160198.00,316.46,8704923.00,5204635.00
dig-22,Rosamarina,2025-03-27,164.00,73034250.00,143.82,19222287.73,10255236.01
dig-25,Santa Rosalia,2025-03-27,378.05,21080000.00,370.93,12744838.30,7679282.30
dig-26,Scanzano,2025-03-27,517.00,7312775.00,516.05,6477928.87,5431835.59
