cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-05,950.00,30410000.00,934.96,12292190.90,10292190.90
dig-03,Castello,2025-12-05,292.65,19493500.00,277.94,5091400.00,1572324.00
dig-07,Fanaco,2025-12-05,677.50,20700000.00,656.17,2255507.00,1669190.00
dig-09,Garcia (M. Francese),2025-12-05,190.00,61000000.00,170.01,6000000.00,0.00
dig-17,Piana Degli Albanesi,2025-12-05,609.00,25000000.00,599.64,6090822.80,4090822.80
dig-12,Leone,2025-12-05,828.00,4150000.00,821.55,1465000.00,215000.00
dig-18,Poma,2025-12-05,195.60,72300000.00,176.65,15137500.00,7074097.00
dig-20,Prizzi,2025-12-05,638.00,9250000.00,626.72,1307849.00,0.00
dig-21,Ragoleto,2025-12-05,326.00,17160198.00,310.50,4855958.00,1355670.00
dig-22,Rosamarina,2025-12-05,164.00,73034250.00,141.40,15423663.00,6525958.00
dig-25,Santa Rosalia,2025-12-05,378.05,20000000.00,366.37,9036227.00,4040815.00
dig-26,Scanzano,2025-12-05,517.00,7312775.00,512.06,3650152.00,2624726.00
dig-31,Gammauta,2025-12-05,500.00,2000000.00,495.27,1534741.00,33269.00
