cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-17,950.00,30410000.00,947.90,25361006.50,23361006.50
dig-03,Castello,2025-05-17,292.65,19493500.00,283.95,9660000.00,6076006.00
dig-07,Fanaco,2025-05-17,677.50,20700000.00,663.19,5350158.00,4763841.00
dig-09,Garcia (M. Francese),2025-05-17,190.00,61000000.00,178.10,20260000.00,14260000.00
dig-17,Piana Degli Albanesi,2025-05-17,609.00,25000000.00,603.35,11816720.50,9816720.50
dig-12,Leone,2025-05-17,828.00,4150000.00,826.47,3361500.00,2111500.00
dig-18,Poma,2025-05-17,195.60,72300000.00,183.15,29162500.00,20926113.00
dig-20,Prizzi,2025-05-17,638.00,9250000.00,633.09,4219003.23,2719003.23
dig-21,Ragoleto,2025-05-17,326.00,17160198.00,317.23,9284850.00,5784562.00
dig-22,Rosamarina,2025-05-17,164.00,73034250.00,146.43,23788574.00,14809235.00
dig-25,Santa Rosalia,2025-05-17,378.05,20000000.00,371.53,13296466.00,8240910.00
dig-26,Scanzano,2025-05-17,517.00,7312775.00,516.93,7249259.00,6192839.00
