cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-11,950.00,30410000.00,939.70,16672332.50,14672332.50
dig-03,Castello,2025-09-11,292.65,19493500.00,277.16,4617600.00,1024874.79
dig-07,Fanaco,2025-09-11,677.50,20700000.00,657.72,2786484.00,2200167.00
dig-09,Garcia (M. Francese),2025-09-11,190.00,61000000.00,173.34,10378000.00,4378000.00
dig-17,Piana Degli Albanesi,2025-09-11,609.00,25000000.00,601.14,7875348.97,5875348.97
dig-12,Leone,2025-09-11,828.00,4150000.00,825.47,2911500.00,1661500.00
dig-18,Poma,2025-09-11,195.60,72300000.00,179.00,19250000.00,10982812.00
dig-20,Prizzi,2025-09-11,638.00,9250000.00,627.14,1443383.34,0.00
dig-21,Ragoleto,2025-09-11,326.00,17160198.00,311.82,5598935.00,2098646.00
dig-22,Rosamarina,2025-09-11,164.00,73034250.00,143.75,19107165.20,10126651.08
dig-25,Santa Rosalia,2025-09-11,378.05,20000000.00,367.95,10227043.90,5146487.90
dig-26,Scanzano,2025-09-11,517.00,7312775.00,514.28,5113644.17,4039706.80
