cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-30,950.00,30410000.00,947.75,25200403.91,23200403.91
dig-03,Castello,2025-04-30,292.65,19493500.00,284.01,9712800.00,6109569.00
dig-07,Fanaco,2025-04-30,677.50,20700000.00,663.05,5270958.00,4684641.00
dig-09,Garcia (M. Francese),2025-04-30,190.00,61000000.00,177.84,19616000.00,13616000.00
dig-17,Piana Degli Albanesi,2025-04-30,609.00,25000000.00,603.32,11381791.30,9381791.30
dig-12,Leone,2025-04-30,828.00,4150000.00,826.53,3388500.00,2088500.00
dig-18,Poma,2025-04-30,195.60,72300000.00,183.34,29685000.00,21310109.00
dig-20,Prizzi,2025-04-30,638.00,9250000.00,633.29,4342869.94,2842869.94
dig-21,Ragoleto,2025-04-30,326.00,17160198.00,317.15,9230728.00,5730440.00
dig-22,Rosamarina,2025-04-30,164.00,73034250.00,145.96,22924965.00,13933216.00
dig-25,Santa Rosalia,2025-04-30,378.05,21080000.00,371.66,13419371.00,8321962.00
dig-26,Scanzano,2025-04-30,517.00,7312775.00,516.84,7168069.00,6107027.00
