cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-10,950.00,30410000.00,939.76,16732850.37,14732850.37
dig-03,Castello,2025-09-10,292.65,19493500.00,277.16,4617600.00,1024874.79
dig-07,Fanaco,2025-09-10,677.50,20700000.00,657.70,2779192.00,2192875.00
dig-09,Garcia (M. Francese),2025-09-10,190.00,61000000.00,173.43,10531000.00,4531000.00
dig-17,Piana Degli Albanesi,2025-09-10,609.00,25000000.00,601.15,7886288.49,5886288.49
dig-12,Leone,2025-09-10,828.00,4150000.00,825.52,2934000.00,1684000.00
dig-18,Poma,2025-09-10,195.60,72300000.00,179.00,19250000.00,10982812.00
dig-20,Prizzi,2025-09-10,638.00,9250000.00,627.16,1450008.45,0.00
dig-21,Ragoleto,2025-09-10,326.00,17160198.00,311.87,5627746.00,2127458.00
dig-22,Rosamarina,2025-09-10,164.00,73034250.00,143.75,19107165.20,10126651.08
dig-25,Santa Rosalia,2025-09-10,378.05,20000000.00,367.95,10227043.90,5146487.90
dig-26,Scanzano,2025-09-10,517.00,7312775.00,514.28,5113644.17,4039706.80
