cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-19,950.00,30410000.00,935.85,13049120.71,11049120.71
dig-03,Castello,2025-11-19,292.65,19493500.00,277.58,4871800.00,1273305.94
dig-07,Fanaco,2025-11-19,677.50,20700000.00,656.10,2232059.00,1645742.00
dig-09,Garcia (M. Francese),2025-11-19,190.00,61000000.00,170.09,6108000.00,108000.00
dig-17,Piana Degli Albanesi,2025-11-19,609.00,25000000.00,599.81,6263176.68,4263176.68
dig-12,Leone,2025-11-19,828.00,4150000.00,822.15,1645000.00,395000.00
dig-18,Poma,2025-11-19,195.60,72300000.00,176.85,15487500.00,7225758.25
dig-20,Prizzi,2025-11-19,638.00,9250000.00,626.69,1298419.43,0.00
dig-21,Ragoleto,2025-11-19,326.00,17160198.00,310.46,4834320.00,1334032.00
dig-22,Rosamarina,2025-11-19,164.00,73034250.00,141.94,16230647.72,7250039.25
dig-25,Santa Rosalia,2025-11-19,378.05,20000000.00,366.54,9159638.64,4081582.64
dig-26,Scanzano,2025-11-19,517.00,7312775.00,512.43,3876969.18,2796581.95
dig-31,Gammauta,2025-11-19,500.00,2000000.00,498.04,1779761.05,278289.05
