cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-13,950.00,30410000.00,946.18,23519430.03,21519430.03
dig-03,Castello,2025-02-13,292.65,19493500.00,281.17,7306600.00,3778518.50
dig-07,Fanaco,2025-02-13,677.50,20700000.00,657.36,2657379.00,2071062.00
dig-09,Garcia (M. Francese),2025-02-13,190.00,61000000.00,175.71,14633000.00,8633000.00
dig-17,Piana Degli Albanesi,2025-02-13,609.00,25000000.00,601.24,7791249.67,5791249.67
dig-12,Leone,2025-02-13,828.00,4150000.00,825.35,2857500.00,1607500.00
dig-18,Poma,2025-02-13,195.60,72300000.00,180.54,22350000.00,14308825.50
dig-20,Prizzi,2025-02-13,638.00,9250000.00,630.47,2787709.57,1287709.57
dig-21,Ragoleto,2025-02-13,326.00,17160198.00,314.30,7168681.00,3668393.00
dig-22,Rosamarina,2025-02-13,164.00,73034250.00,141.56,15661202.27,6776115.46
dig-25,Santa Rosalia,2025-02-13,378.05,21080000.00,367.64,9985516.08,4981129.08
dig-26,Scanzano,2025-02-13,517.00,7312775.00,515.57,6067676.24,5042846.96
